Generated Query,First Document,Mean Content Precision,Mean Content Recall,Mean Content F1,First Exercise,Mean Exercise Precision,Mean Exercise Recall,Mean Exercise F1
Describe the Tennessee Valley Authority as a river basin development project.,"#### Other river basin development projects  
There are various river basin development projects in Africa under different authorities. In Tanzania, the river basins include Rufiji River Basin in which the Stiegler’s Gorge project (Nyerere Hydroelectric Power Plant) for generation of hydroelectric power is located, and Kagera River Basin which is jointly managed by Tanzania, Rwanda, Uganda and Burundi. Other river basin development projects in Africa include the Gezira Irrigation Scheme (Sudan), Aswan High Dam (Egypt) and Galole Irrigation Scheme (Kenya). Others are the Volta River Project (Ghana), Orange River Project (South Africa), Cabora Bassa Basin (Mozambique) and Tana River Development Project in Kenya. Outside Africa, river basin development projects include the Ganges Project (India), Amazon Basin Development Scheme (Brazil), and Tennessee River Basin Project in USA.  
##### The Tennessee Valley Authority",tensor(0.3775),tensor(0.6207),tensor(0.4690),Explain what a river basin development project is.,tensor(0.7335),tensor(0.6770),tensor(0.7041)
Define groundwater sources.,"### Sustainable use of water resources  
Water resources come in many forms, but the three main categories are saltwater, groundwater, and surface water. Sustainable use of water resources includes all activities relating to current and future use of water resources in terms of protection, conservation, and management. There are surface and underground water sources.",tensor(0.3415),tensor(0.5201),tensor(0.4118),Name five uses of groundwater.,tensor(0.5802),tensor(0.6841),tensor(0.6276)
Explain how tourism impacts Switzerland's economy.,"#### Importance of tourism in Switzerland:  
Tourism contributes to the economic development of Switzerland.
Tourism promotes Switzerland’s international relations and co-operation with other nations through tourist activities.
Tourism also stimulates other related sectors of the economy such as agriculture, market, and transportation since they all strive to help the provision of services in the tourism sector.
Moreover, tourism is the major industry in Switzerland. It is the third largest export earner and contributes significantly to the national economy.
Tourism promotes employment opportunities both within and outside the industry, therefore, it helps to improve people’s living standards.
Tourism promotes the spirit of appreciating other people’s cultures which, in turn, brings about cultural tolerance.
Furthermore, tourism contributes to the expansion of infrastructure throughout the country.",tensor(0.3469),tensor(0.5602),tensor(0.4282),Briefly explain any five factors for the growth and development of tourism in Switzerland.,tensor(0.6095),tensor(0.7080),tensor(0.6551)
Which countries are rich in minerals and which factors affect the exploitation of mineral resources globally according to the information provided in the textbook?,"#### Distribution of minerals in the world  
Minerals are unevenly distributed in the world. Some countries are rich in minerals while others are not. The distribution of minerals depends on geological processes which have taken place over a long period of time. The availability of minerals may resemble or differ from country to country or region to region, within the same country. Tanzania is one of the countries in the world that are rich in minerals. It is established that Tanzania has almost all types of minerals which are found in other parts of the world.  
Diamond, gold, iron, coal, gypsum, copper, uranium, mica, graphite, tin and tanzanite are some of the minerals found in Tanzania. Figure 5.1 shows the distribution of various minerals in Tanzania. Tanzanite is a gemstone only found in Tanzania. Other minerals found in Tanzania are nickel, salt, asbestos, silver, titanium, lead, zinc, platinum, bauxite, soda ash, lime phosphate, sand and natural gas.",tensor(0.3870),tensor(0.4964),tensor(0.4348),Mention any five types of minerals found in the world.,tensor(0.4880),tensor(0.4638),tensor(0.4756)
"Discuss the importance of power and energy resources in human life, providing examples of their significance in different sectors such as industries, agriculture, and transportation.","### Importance of power and energy  
The following section explains why power and energy are important to human life.  
Running machines: Power and energy are used to run machines in industries and provide light at homes, schools, hospitals and other institutions. In the agricultural sector, energy is used to run farm machinery and equipment such as tractors and combine harvesters.  
Raw materials: Some sources of energy are raw materials of some industries. For example, oil is a raw material for petrochemical and refinery industries in the making of plastics, medicines, clothes, and ropes.  
Transport enhancement: Energy plays an important role in improving the transport sector because vehicles, locomotives, aircraft, and vessels use petrol or diesel.",tensor(0.4726),tensor(0.5680),tensor(0.5157),"Briefly, explain four uses of power and energy from different sources.",tensor(0.5565),tensor(0.4964),tensor(0.5234)
True or False: Large-scale crop cultivation typically involves the use of simple tools such as hand-hoes and machetes for cultivation.,"#### Characteristics of large-scale crop cultivation:  
Large-scale crop cultivation is characterized by cultivation of a large area with the application of high level of technology. The technology involves the use of tractors, combine harvesters, and processing machines. As large-scale farming is highly mechanized, it employs few skilled people because machines carry out agricultural activities that otherwise could have been done manually by humans.  
In addition, such commercial farming is capital-intensive to support the production. Also, it is often based on a single crop, a practise known as monoculture. Chemical fertilisers are highly used to maximise yields. Large-scale agriculture is basically a source of raw materials for different manufacturing industries.  
Figure 2.1 Coffee plant berries  
source:https/www.gettyimages.com/photo/coffee-plant",tensor(0.4913),tensor(0.5966),tensor(0.5358),"Match each statement in Column A with the correct phrase in Column B:
| Column A | Column B |
| --------------------------------------------------------------------------------------------------------------------------- | -------------------------------- |
| 1. A type of agriculture involving growing of cash crops on large areas of land, mostly in tropical regions. | (i) Plantation agriculture |
| 2. Agriculture confined to the production of food crops for consumption by household members. | (f) Subsistence agriculture |
| 3. The system of keeping animals alongside cultivation. | (e) Mixed farming |
| 4. Another name for shifting cultivation. | (c) Slash and burn |
| 5. Beverage crops produced in plantations. | (g) Coffee and tea |
| 6. Labour is provided by the owner of the land and members of the family. | (h) Tea, cocoa and coffee |
| 7. A system of agriculture aimed at making profit through regular sale of farm products. | (b) Commercial livestock-keeping |
| 8. Countries practising the ranching system in the tropical savannah of Africa. | (l) Ranching |
| 9. It refers to the rearing of livestock with the main aim of producing meat, milk, wool and hides for commercial purposes. | (a) Tanzania, Ethiopia and Ghana |
| | (m) Tanzania, Kenya and Uganda |
| | (n) Coffee, maize and tea |",tensor(0.4488),tensor(0.4817),tensor(0.4501)
True or False: One of the ways to improve large-scale crop cultivation in Tanzania is by establishing and expanding irrigation schemes through public and private partnerships.,"There are several ways to improve large-scale crop cultivation in Tanzania. Improvement of the transport network and communication systems will facilitate the transportation of farm inputs to the farm and agricultural products to industrial centers and markets. The government should also render the necessary support to prop up large-scale farming by providing subsidies in addition to creating a conducive investment climate by reducing the heavy and number of taxes on agricultural facilities. Moreover, there is also a need to establish and expand irrigation schemes through public and private partnerships. Furthermore, farmers should be empowered through the establishment of co-operative banks for loan provision and sustainable markets. There is also a need to enforce a mechanism aimed to ensure extension officers work in the field with farmers where they can provide technical assistance on the selection of seeds, use of fertilisers and pesticides, and processing and packaging of crops.",tensor(0.5876),tensor(0.5904),tensor(0.5785),Mention four ways to improve large-scale agriculture in Tanzania.,tensor(0.7112),tensor(0.5304),tensor(0.6074)
True or False: South Korea's government has unsupportive policies that hinder the development of electronic industries.,"#### Factors contributing to the development of electronic manufacturing industries in South Korea  
The following are factors that contribute to the development of electronic manufacturing industries in South Korea:  
- Capital: South Korea has capital which is available through bank loans and government assistance. This capital has enabled the growth and diversification of industries. Also, the capital has facilitated the development of infrastructure and factories in addition to funding scientific research for the development of such industries.
- Policies: South Korea’s government has supportive policies that promote the development of electronic industries by providing financial support through loans and research. The policies are also supportive in attracting foreign investors from Japan and the USA to invest in electronic manufacturing industries through friendly policies.",tensor(0.4615),tensor(0.5470),tensor(0.5005),Mention any five factors contributing to the development of electronic equipment industries in South Korea.,tensor(0.6225),tensor(0.4677),tensor(0.5332)
"Compare and contrast livestock-keeping in Tanzania and Australia, focusing on the main differences in purposes, products, technology application, and rearing systems. Provide a detailed response outlining these points and any other key disparities you may identify.","#### Differences between livestock-keeping in Tanzania and Australia:  
Livestock-keeping in the two countries has the following differences: The majority of livestock in Australia is kept for commercial purposes. Australian sheep, particularly the Merino, are mainly kept for wool production. More than 60 percent of livestock products from Australia are exported to Europe and other continents.",tensor(0.4845),tensor(0.4944),tensor(0.4890),Suggest ways of solving challenges facing livestock-keeping in Tanzania.,tensor(0.5860),tensor(0.4382),tensor(0.5011)
What is bush fallowing and how is it different from shifting cultivation?,"Small-scale crop cultivation is done by using different methods such as shifting cultivation, crop rotation, and bush fallowing.",tensor(0.4047),tensor(0.5148),tensor(0.4514),"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",tensor(0.4328),tensor(0.3866),tensor(0.4040)
"Statement: Initiatives to address transport challenges in Tanzania include focusing on policy, strategy, resource mobilisation, and capacity-building to translate policies and strategies into action.","### Measures to address transport challenges in Tanzania:  
Tanzania needs to take several initiatives in a bid to address the transport challenges facing the country. Such initiatives should focus on policy, strategy, resource mobilisation and capacity-building. The initiatives aim at translating policies and strategies into action. The following sections present some of the measures aimed to address the identified challenges.  
- National policies and sub-regional and regional agreements: Tanzania has to demonstrate its commitment in improving the domestic investment environment by taking necessary steps. The actions need to target full liberalisation of the transport sector to attract investors, and strengthening the regulatory and enforcement mechanisms. In addition, improving co-ordination in developing and implementing regional and sub-regional agreements on transport facilitation and air transport liberalisation should be seriously considered.",tensor(0.4839),tensor(0.5992),tensor(0.5341),Suggest what should be done to address the challenges facing the transport sector in Tanzania.,tensor(0.5360),tensor(0.4468),tensor(0.4867)
Question: List three characteristics of commercial livestock-keeping as described in the Geography textbook for Form Two students.,"### Commercial livestock-keeping  
Commercial livestock-keeping involves rearing of animals for the purpose of selling their products such as meat, milk, wool and hides. Ranching, as part of commercial livestock-keeping, is mostly practised in more remote areas where land is extensive and population density is low. Extensive land provides sufficient grass to support a large number of animals. Commercial livestock-keeping is determined by factors such as capital, level of technology, market, availability of pasture and climatic conditions. In temperate regions, supplementary food such as hay and root crops are used to feed them during winter. Animals are kept for meat (beef cattle), for milk (dairy cattle and camel) and for wool (sheep).",tensor(0.4162),tensor(0.4685),tensor(0.4407),"Three categories of commercial livestock-keeping are:
(a) Pastoralism, sedentary and nomadism.
(b) Traditional, modern and pure livestock-keeping.
(c) Beef livestock-keeping, dairy livestock-keeping and sheep-keeping.
(d) Traditional livestock, cattle-keeping and diary livestock-keeping.",tensor(0.5974),tensor(0.4920),tensor(0.5375)
Describe the characteristics of a tropical monsoon forest based on the provided context.,"#### Characteristics of a tropical monsoon forest  
A monsoon forest has characteristics that distinguish it from other types of forests. Monsoon forests contain thick undergrowth of shrubs and small trees. This poses a challenge to people and animals when it comes to passing through these forests. However, the forest is more open compared to equatorial rainforests. The main trees in these forests are teak, acacia, casuarina, and bamboo. Trees in this forest are moderately tall compared to trees of other types of forests. They grow up to 30 meters high. Trees are not as close as in tropical evergreen forests. Due to this reason, the undergrowth tends to be a bit thick.",tensor(0.3802),tensor(0.5473),tensor(0.4469),Draw a map of Africa and shade areas where equatorial forests are found.,tensor(0.4456),tensor(0.5256),tensor(0.4787)
True or False: Tourism ranks second in Namibia's economy after agriculture.,"#### Factors for the development of tourism in Namibia:  
Numerous attractions including the climate with plenty of sunshine, abundant wildlife, rivers and desert landscapes have contributed to the development of the tourism industry in Namibia. Other tourist attractions are the diverse cultural attractions such as baskets, shells, jewels, embroidery, bead works and traditional dances.",tensor(0.3832),tensor(0.5360),tensor(0.4462),"Explain how tourism is important in Tanzania, Namibia, and Switzerland.",tensor(0.4930),tensor(0.4699),tensor(0.4808)
Describe the differences between livestock farming in Tanzania and Australia based on the information provided in the textbook.,"#### Differences between livestock-keeping in Tanzania and Australia:  
Livestock-keeping in the two countries has the following differences: The majority of livestock in Australia is kept for commercial purposes. Australian sheep, particularly the Merino, are mainly kept for wool production. More than 60 percent of livestock products from Australia are exported to Europe and other continents.",tensor(0.4355),tensor(0.5359),tensor(0.4802),Elaborate challenges facing livestock-keeping in Australia.,tensor(0.6300),tensor(0.5391),tensor(0.5807)
Explain the economic importance of livestock-keeping in Tanzania based on the context provided.,"### Focal studies  
#### Livestock-keeping in Tanzania  
Livestock production is one of the major agricultural activities in Tanzania. It contributes to the availability of food and raw materials. The sector also contributes to the country’s Gross Domestic Product (GDP). The National Ranching Company (NARCO) is responsible for managing all public ranches in the country. Most of the livestock products are for the domestic market. This sub-sector needs to be developed particularly in dairy farming and its products and meat processing to meet the domestic demands and for export. Overall, livestock-keeping helps to reduce household poverty and ensure food security.",tensor(0.4218),tensor(0.5700),tensor(0.4847),Suggest ways of solving challenges facing livestock-keeping in Tanzania.,tensor(0.7705),tensor(0.6329),tensor(0.6946)
Explain how the importance of solar and wind energy in the USA is reflected in the efforts made by the American Government to promote their use.,"#### Importance of solar and wind energy in USA:  
USA finds it more economical to use solar and wind energy than other sources of energy as they have minimal environmental effects. Solar and wind energy in USA is important in so many ways.  
Environmentally-friendly: The production of solar and wind energy involves activities which produce less waste in the environment compared to other sources of energy. These energies, therefore, are considered to be environmentally-friendly. For example, their production reduces the emission of carbon-dioxide and other pollutants.  
Creation of employment opportunities: Installation and management of solar panels and wind mills require many employees. This industry generates jobs for thousands of people.",tensor(0.4759),tensor(0.5974),tensor(0.5296),State five challenges facing solar and wind energy production in USA.,tensor(0.6957),tensor(0.5768),tensor(0.6303)
What are the main power sources discussed in the context of power and energy in geography?,"### The concept of Power and Energy  
Power: Power is the flow of energy at any one time, and can be generated from renewable energy resources through solar conversion (solar, thermal electricity, solar heating); harnessing water (hydropower for electricity, wave and tidal generation through turbines); harnessing the wind (wind pumps for water, wind turbines for electricity); and a variety of other energy sources. The main power sources are petroleum (oil), natural gas, water, coal and nuclear. Other sources include the earth’s interior (hot springs), wind, sun, tides, and waves, wood, peat and cattle or cow dung (biogas).",tensor(0.3885),tensor(0.5164),tensor(0.4433),"Write True or False for the following statement:  
The major source of power and energy in the USA is the Sun.",tensor(0.5446),tensor(0.5705),tensor(0.5563)
True or False: Cloves are used only as a spice in food according to the textbook.,"#### Uses of cloves:  
Cloves can be used in the production of oil which is used in dentistry, sanitary applications and as medicine. They also serve as a spice in food. Moreover, cloves add flavor in tea and cigarettes. Cloves are a cash crop that is sold to earn foreign currency.  
Table 2.1 shows major cash crops grown in Tanzania.  
##### Table 2.1 Major cash crops grown in Tanzania  
| Crop           | Areas                                                       |
| -------------- | ----------------------------------------------------------- |
| Coffee         | Kagera, Kilimanjaro, Arusha, Mbeya, Ruvuma, Kigoma and Mara |
| Cotton         | Mwanza, Tabora, Mara, Tanga, Shinyanga, Geita and Simiyu    |
| Palm oil trees | Kigoma                                                      |
| Tea            | Mbeya, Iringa, Njombe, Tanga, Kilimanjaro and Kagera        |
| Sisal          | Tanga, Kilimanjaro, Arusha, Morogoro, Lindi and Mtwara      |",tensor(0.3822),tensor(0.5286),tensor(0.4418),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.4973),tensor(0.5155),tensor(0.5061)
Define the term soil absorption.,"(b) Reclamation of land affected by soil erosion differs from land covered by water. Soil affected by erosion calls for planting of trees. Trees will act as binding agents for keeping the soil particles together and absorbing excess water which would otherwise flow rapidly over the land. Moreover, using better methods of agriculture such as contour ploughing, terracing, and strip farming especially in steep slopes helps to prevent erosion.  
(c) Land may also be reclaimed by restoring its fertility. In this case, land which has lost fertility may require planting cover crops and addition of organic manure and fertilisers to improve its fertility. The fertility will attract vegetation growth. Vegetation will not only bind the soil but also protect it from excessive loss of water through transpiration.  
(d) Land affected by excessive animal keeping can be restored by reducing the number of animals in the area. This simple reclamation method allows the land to be proportionally used.",tensor(0.3597),tensor(0.5184),tensor(0.4246),"Transpiration is...
(a) soil infiltration.
(b) water turning directly from ice to water vapour.
(c) evaporation from the leaves of trees.
(d) runoff from steep hills.",tensor(0.3822),tensor(0.5408),tensor(0.4479)
"Define the term ""extraction industries"" based on the context provided.","#### Oil and gas extraction industry:  
This industry is established to produce crude petroleum and natural gas; extract oil from sands and oil shale; produce natural gasoline and cycle condensate, and produce gas and hydrocarbon liquids from coal at the mine site. The petroleum and natural gas are used for various purposes including heating homes, fueling cars, powering factories, and serving as raw materials for plastics, chemicals, medicines, fertilizers, and synthetic fibers.",tensor(0.3351),tensor(0.4547),tensor(0.3858),"Define the following terms:
(a) Manufacturing industries
(b) Processing industries",tensor(0.4421),tensor(0.5028),tensor(0.4702)
True or False: Wind energy is used more in the USA compared to solar energy.,"Solar energy is harnessed on a large- scale in the states of California, Nevada, Arizona, North Carolina, New Jersey and Massachusetts. These areas are more conducive for harnessing solar power because of the sunny climate, clear skies and plenty of land. The electricity generated is integrated into the US National Grid.  
Wind energy is also used more in USA compared to solar energy. The country has a big potential of onshore and offshore winds. Wind energy is used in running large farms and industries. The leading wind energy producing centers are California, Oklahoma, Illinois, and Kansas. Wind power generation and use in USA is expanding quickly. It experiences an annual growth of 25.6 percent. For example, in 2017, wind power generated 6.3 percent of electricity in the USA.",tensor(0.4616),tensor(0.6327),tensor(0.5334),"Write True or False for the following statement:  
The use of solar energy in Tanzania may help to address the problem of deforestation.",tensor(0.5621),tensor(0.5970),tensor(0.5770)
"True or False: Some springs may eject hot water and steam hence the tag ""geysers"".","#### Springs  
Springs refer to natural overflows onto the land surface after the aquifer has been filled with infiltrating water, or when the water table meets the earth’s surface. The amount of water released from the spring depends on the nature of the rocks and the position of the water table. A large amount of water from a spring can form a river while small amounts may form small channels.",tensor(0.4337),tensor(0.5324),tensor(0.4758),"Write True or False for the following statement:  
Rocks that have pores through which water can infiltrate are called pervious rocks.",tensor(0.5462),tensor(0.5434),tensor(0.5447)
"True or False: Sisal growing requires a lot of rainfall ranging from 650 mm to 1,500 mm.","#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",tensor(0.4540),tensor(0.5799),tensor(0.5087),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.4589),tensor(0.3843),tensor(0.4173)
How does wind affect evapotranspiration according to the given context in the Geography textbook for Form 2 students?,"#### Wind:  
Wind affects evapotranspiration by keeping air in constant movement. This movement increases the rate of evapotranspiration as it clears any humidity around the plants, hence increasing the rate of transpiration.",tensor(0.4033),tensor(0.4393),tensor(0.4202),Explain why wind is a renewable energy source.,tensor(0.5136),tensor(0.4091),tensor(0.4554)
How does the distance to water sources affect the participation of Tanzanian girls in productive economic activities and school enrolment?,"### Effects of distance to water sources on the girl-child in Tanzania  
Water fetching in most Tanzanian societies is a cultural and gender-related activity in terms of who is responsible for carrying it from the sources. The responsibility of fetching water and the overall water management in households is influenced by gender and cultural norms. The burden of fetching water is borne by both women and children, particularly girls. They travel over long distances to fetch water for domestic purposes.  
These distances coupled with other factors such as difficult terrain, poor water flow, and queues at the water sources take a lot of time from girls. Fetching water appears to have a direct effect on the physical health of the girls and their ability to participate in domestic responsibilities.",tensor(0.4712),tensor(0.5930),tensor(0.5250),How can water pollution be controlled among communities in Tanzania?,tensor(0.6683),tensor(0.5366),tensor(0.5952)
Define hydroelectric power and biogas energy in Tanzania.,"### Hydro-electric power and biogas in Tanzania:  
Hydro-electric power, as discussed earlier, is produced by utilizing the power of fast-moving water such as a waterfall. HEP is one of the main sources of power in Tanzania. In Tanzania, electricity generation depends heavily on HEP. However, this type of energy cannot be relied upon in times of drought. The government through the Tanzania Electric Supply Company (TANESCO), a parastatal organization, manages the HEP across the country. The company produces hydro-electricity from natural waterfalls or man-made dams and supplies it to the users in the country.",tensor(0.3978),tensor(0.6598),tensor(0.4959),List and locate on a map major hydro-electric power stations in Tanzania.,tensor(0.6072),tensor(0.7065),tensor(0.6531)
Explain how water sources can get contaminated according to the textbook information provided.,"This way of waste disposal contaminates shallow wells which may cause water-borne diseases such as cholera, diarrhoea and typhoid. Shallow wells are mostly the source of water for domestic use in many communities, especially those which have no formal water supply from authorised dealers.  
Transportation and storage of materials which may spill and leak is another source of underground water pollution. For example, chemicals used in manufacturing, processing and construction industries sometimes are not transported and stored by observing any specified handling precautions. This leads to spillage and leakage to the ground and, consequently, seepage into the soil which pollutes underground water through infiltration.",tensor(0.4010),tensor(0.4966),tensor(0.4437),What are the causes of water pollution?,tensor(0.5608),tensor(0.5347),tensor(0.5455)
"True or False:
Extensive crop cultivation involves the cultivation of cash crops on estates.","#### Types of large-scale crop cultivation:  
Large-scale crop cultivation can be divided into two types: plantation agriculture and extensive food cultivation. Plantation agriculture involves cultivation of cash crops on estates. The cultivation is highly mechanised. Major crops grown on plantations include coffee, cotton, tea, rubber, oil palms, cocoa, sisal, and sugar cane. Plantation agriculture is dominant in some regions of Africa, Asia, North and South America where there are favourable climatic conditions. Extensive food cultivation deals with large-scale food crop production. Machines are highly used in ploughing, sowing, harvesting, processing, packaging, and transportation of farm produce. Crops grown under extensive agriculture are cereals which include beans, maize, and wheat. A description of some of the crops under large-scale crop production is provided in the following sub-sections.",tensor(0.4395),tensor(0.6249),tensor(0.5156),Differentiate between plantation agriculture and extensive cereal cultivation.,tensor(0.5692),tensor(0.5309),tensor(0.5489)
Explain three factors that contribute to the development of tourism in Namibia according to the context provided.,"#### Factors for the development of tourism in Namibia:  
Numerous attractions including the climate with plenty of sunshine, abundant wildlife, rivers and desert landscapes have contributed to the development of the tourism industry in Namibia. Other tourist attractions are the diverse cultural attractions such as baskets, shells, jewels, embroidery, bead works and traditional dances.",tensor(0.4135),tensor(0.5521),tensor(0.4727),"Explain how tourism is important in Tanzania, Namibia, and Switzerland.",tensor(0.6924),tensor(0.6131),tensor(0.6504)
Define the procedures involved in oil palm farming.,"### Oil palm:  
Oil palm is a plant grown in tropical areas specifically for producing palm oil. It is grown on both small-scale on farm lots and large-scale on plantations. In Tanzania palm oil is grown in Kigoma and Mbeya regions. Other palm oil growing countries in the world are Malaysia, Nigeria, Indonesia and the Democratic Republic of the Congo.",tensor(0.3684),tensor(0.5154),tensor(0.4272),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.3135),tensor(0.5133),tensor(0.3785)
"True or False: Tin, copper, silver, lead, manganese, and zinc are examples of minerals formed in veins and lodes.","#### The occurrence of minerals:  
The occurrence of minerals falls into one of the four main types of modes of formation. These are veins and lodes, bed and seams, weathering products, and alluvial or place deposits. Veins and lodes are formed when molten materials containing minerals intrude and solidify into cracks and crevices. These are mainly associated with igneous and metamorphic intrusions. Examples of minerals formed in veins and lodes are tin, copper, silver, lead, manganese and zinc.  
Bed and seams constitute another type of mineral formation. Coal, iron ore, gypsum, potash, salts and common salts are formed as a direct result of deposition, accumulation and concentration in the horizontal strata of the earth’s crust. Gypsum, potash and salts, for example, are formed by the evaporation of lakes in desert areas and later are covered by other deposits so that they appear as seams.",tensor(0.4560),tensor(0.6048),tensor(0.5189),"Write True or False for the following statement:  
Gold and copper are examples of non-metallic minerals.",tensor(0.5841),tensor(0.5581),tensor(0.5703)
True or False: One of the challenges facing natural gas production in Tanzania is the availability of skilled labor in the field of exploration and extraction activities.,"#### Challenges of natural gas production in Tanzania:  
Natural gas production faces numerous challenges in different aspects. Natural gas is a non-renewable resource. Therefore, care has to be when extracting this resource. Natural gas production is new in Tanzania and, thus, it faces a shortage of skilled labour, especially in exploration and extraction activities. As a result, the government is often forced to employ foreign experts who are paid high salaries. Regarding the capacity to produce the natural gas, Tanzania has not been able to allocate enough funds for exploration, extraction, processing and distribution.",tensor(0.5003),tensor(0.6069),tensor(0.5484),Outline the challenges facing natural gas extraction in Tanzania.,tensor(0.6810),tensor(0.5202),tensor(0.5894)
"True or False: Non-renewable energy sources include wind power, solar power, geothermal energy, tidal power, and hydroelectric power.","## Chapter Eight (Sustainable use of power and energy resources)  
### Introduction  
Power and energy are important for every aspect of human life. They may be generated from waves, winds, waterfalls, solar, natural gases, geothermo, oil and coal. In this chapter, you will learn about the major sources of power, the methods of acquiring and extracting power and energy, and the uses of power and energy resources. You will also learn about the problems facing power and energy production, specifically solar and wind power production in the USA, hydroelectric and biogas production in Tanzania. Finally, you will learn about problems related to power and energy extraction in the USA and Tanzania.",tensor(0.4845),tensor(0.6463),tensor(0.5534),"Write True or False for the following statement:  
The major source of power and energy in the USA is the Sun.",tensor(0.5132),tensor(0.4889),tensor(0.5004)
Explain the role of manufacturing industries in stimulating agricultural production according to the textbook context provided.,"## Chapter Seven (Manufacturing Industry)  
### Introduction  
In this chapter, you will learn about the concept of manufacturing industry, the importance of the manufacturing industry, types of manufacturing industries and the products of each type. You will also learn about factors necessary for locating an industry, and pollutants from manufacturing industries. Besides, you will learn about the production of cars in Japan, electronic devices in South Korea and textiles in Tanzania.",tensor(0.4390),tensor(0.5339),tensor(0.4807),Mention two types of manufacturing industries and give two examples for each type.,tensor(0.6034),tensor(0.5799),tensor(0.5914)
What are the three major categories of human activities mentioned in the textbook?,"### The concept of human activities  
Human activities are functions, tasks or works that human beings perform to earn a living. Different individuals or groups of people carry out different activities in different places. For example, the Maasai of Tanzania and Kenya practise nomadic pastoralism because of seasonal availability of pasture and water in an area. People in urban areas, on the other hand, engage in activities in industries and offices. Some people engage in providing services in education, administration, planning, and health.",tensor(0.4247),tensor(0.5092),tensor(0.4625),Mention human activities which are influenced by the weather of a particular area.,tensor(0.4294),tensor(0.4724),tensor(0.4484)
"Explain the factors that contribute to the development of tourism in Tanzania, providing specific examples of landmarks that attract tourists to the country.","#### Factors for the development of tourism in Tanzania:  
Tanzania has a stable government, with peace and security which promote the tourism industry. In Tanzania, there are varieties of attractive sceneries including Mount Kilimanjaro, Ngorongoro Crater, Great Rift Valley and Amboni Caves. These landmarks contribute much to the development of tourism in the country. Others are Oldonyo Lengai and Mount Meru.",tensor(0.4330),tensor(0.5778),tensor(0.4950),"Explain how tourism is important in Tanzania, Namibia, and Switzerland.",tensor(0.5551),tensor(0.5367),tensor(0.5452)
"True or False: The majority of livestock in Australia is kept for commercial purposes, with over 60 percent of livestock products being exported to Europe and other continents.","#### Similarities between livestock -keeping in Tanzania and Australia:  
Livestock- keeping in Tanzania and Australia has the following similarities:
Both countries keep similar types of livestock, for example, cattle and poultry. Also, both countries have set aside areas for ranching. In Australia, ranching is found at Victoria River, Alexandria Station and Anna Creek. These places are found in Queensland, South Australia, Western Australia and theNorthernTerritory. Examples of ranches in Tanzania are Kongwa, Ruvu, Kagera, Arusha, Morogoro, Kitulo and Lushoto.",tensor(0.5186),tensor(0.6139),tensor(0.5621),Outline main challenges facing livestock keeping in Tanzania.,tensor(0.5255),tensor(0.4094),tensor(0.4602)
Define the economic impacts of agriculture in Tanzania.,"## Chapter Two (Agriculture)  
### Introduction  
In this chapter, you will learn about the meaning and types of agriculture, the effects of rapid population growth on small-scale agriculture, characteristics of small-scale agriculture, advantages and disadvantages of small-scale agriculture, and ways of improving small-scale agriculture. You will also learn about types of large-scale agriculture in the world, major crops grown in each type of large-scale agriculture, characteristics of large-scale agriculture and problems facing large-scale agriculture in Tanzania and the USA. Finally, you will learn about the various types of livestock keeping practices as well as their benefits and constraints by focusing on Tanzania and Australia.",tensor(0.4255),tensor(0.5990),tensor(0.4951),Outline the contribution of crop production to Tanzania’s economy.,tensor(0.6835),tensor(0.7522),tensor(0.7162)
Explain how the establishment of manufacturing industries can lead to the diversification of a country's economy and reduce over-dependence on specific economic sectors.,"## Chapter Seven (Manufacturing Industry)  
### Introduction  
In this chapter, you will learn about the concept of manufacturing industry, the importance of the manufacturing industry, types of manufacturing industries and the products of each type. You will also learn about factors necessary for locating an industry, and pollutants from manufacturing industries. Besides, you will learn about the production of cars in Japan, electronic devices in South Korea and textiles in Tanzania.",tensor(0.4726),tensor(0.5535),tensor(0.5063),Describe any four factors contributing to the development of manufacturing industries.,tensor(0.5530),tensor(0.5071),tensor(0.5287)
